t,alpha,theta,sigma,beta,noise,CTX,OUT,CHIRAL,N9_eff,Regimen
0,0.62,1.2,4,0.82,0.0012,0.781,9.816,0.000000,0.001,Transición
5,0.4,1.2,4,0.82,0.0012,1.268,20.592,0.000115,0.004,Transición
10,0.4,1.2,4,0.82,0.0012,1.606,33.381,0.000907,0.011,Transición
15,0.4,1.2,4,0.82,0.0012,1.877,48.212,0.003557,0.027,Transición
20,0.4,1.2,4,0.82,0.0012,1.990,64.776,0.013147,0.072,Transición
25,0.4,1.2,4,0.82,0.0012,1.611,81.369,0.047635,0.213,S.Cerrado
30,0.4,1.2,4,0.82,0.0012,0.899,92.166,0.093916,0.470,S.Cerrado
35,0.4,1.2,4,0.82,0.0012,0.467,97.364,0.098838,0.602,S.Cerrado
40,0.4,1.2,4,0.82,0.0012,0.186,99.393,0.061549,0.671,S.Cerrado
45,0.4,1.2,4,0.82,0.0012,0.034,99.946,0.015601,0.700,S.Cerrado
50,0.4,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
55,0.4,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
60,0.4,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
65,0.4,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
70,0.4,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
75,0.4,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
80,0.4,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
85,0.4,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
90,0.4,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
95,0.4,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
100,0.4,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
105,0.4,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
110,0.4,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
115,0.4,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
120,0.4,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
125,0.4,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
130,0.4,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
135,0.4,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
140,0.4,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
145,0.4,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
150,0.4,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
155,0.4,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
160,0.4,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
165,0.4,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
170,0.395,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
175,0.4,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
180,0.436,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
185,0.456,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
190,0.456,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
195,0.461,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
200,0.461,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
205,0.483,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
210,0.504,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
215,0.509,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
220,0.525,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
225,0.522,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
230,0.463,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
235,0.393,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
240,0.363,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
245,0.349,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
250,0.337,1.2,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
255,0.322,1.2,4,0.82,0.0012,0.000,100.000,0.000132,0.707,S.Cerrado
260,0.315,1.2,4,0.82,0.0012,0.002,99.998,0.001230,0.707,S.Cerrado
265,0.308,1.2,4,0.82,0.0012,0.006,99.994,0.003435,0.707,S.Cerrado
270,0.293,1.2,4,0.82,0.0012,0.018,99.980,0.009434,0.707,S.Cerrado
275,0.284,1.2,4,0.82,0.0012,0.040,99.951,0.019450,0.706,S.Cerrado
280,0.282,1.2,4,0.82,0.0012,0.058,99.923,0.027498,0.706,S.Cerrado
285,0.282,1.2,4,0.82,0.0012,0.066,99.910,0.031162,0.706,S.Cerrado
290,0.282,1.2,4,0.82,0.0012,0.070,99.903,0.032831,0.706,S.Cerrado
295,0.282,1.2,4,0.82,0.0012,0.072,99.900,0.033675,0.706,S.Cerrado
300,0.279,1.2,4,0.82,0.0012,0.075,99.895,0.034952,0.706,S.Cerrado
305,0.279,1.2,4,0.82,0.0012,0.081,99.885,0.037250,0.706,S.Cerrado
310,0.279,1.2,4,0.82,0.0012,0.083,99.879,0.038327,0.706,S.Cerrado
315,0.279,1.2,4,0.82,0.0012,0.085,99.877,0.038917,0.706,S.Cerrado
320,0.279,1.2,4,0.82,0.0012,0.085,99.876,0.039220,0.706,S.Cerrado
325,0.279,1.2,4,0.82,0.0012,0.086,99.875,0.039308,0.706,S.Cerrado
330,0.279,1.2,4,0.82,0.0012,0.086,99.875,0.039430,0.706,S.Cerrado
335,0.279,1.2,4,0.82,0.0012,0.086,99.874,0.039407,0.706,S.Cerrado
340,0.279,1.2,4,0.82,0.0012,0.086,99.874,0.039473,0.706,S.Cerrado
345,0.279,1.2,4,0.82,0.0012,0.086,99.874,0.039493,0.706,S.Cerrado
350,0.282,1.2,4,0.82,0.0012,0.084,99.877,0.038869,0.706,S.Cerrado
355,0.285,1.2,4,0.82,0.0012,0.073,99.896,0.034487,0.706,S.Cerrado
360,0.286,1.2,4,0.82,0.0012,0.067,99.908,0.031792,0.706,S.Cerrado
365,0.292,1.2,4,0.82,0.0012,0.054,99.928,0.026646,0.706,S.Cerrado
370,0.294,1.2,4,0.82,0.0012,0.045,99.942,0.022435,0.706,S.Cerrado
375,0.295,1.2,4,0.82,0.0012,0.038,99.953,0.019294,0.706,S.Cerrado
380,0.295,1.2,4,0.82,0.0012,0.035,99.958,0.017909,0.707,S.Cerrado
385,0.295,1.2,4,0.82,0.0012,0.033,99.960,0.017208,0.707,S.Cerrado
390,0.298,1.2,4,0.82,0.0012,0.030,99.965,0.015532,0.707,S.Cerrado
395,0.298,1.2,4,0.82,0.0012,0.028,99.968,0.014527,0.707,S.Cerrado
400,0.297,1.2,4,0.82,0.0012,0.027,99.969,0.014317,0.707,S.Cerrado
405,0.296,1.2,4,0.82,0.0012,0.029,99.967,0.015042,0.707,S.Cerrado
410,0.294,1.2,4,0.82,0.0012,0.031,99.964,0.015986,0.707,S.Cerrado
415,0.292,1.2,4,0.82,0.0012,0.035,99.959,0.017719,0.706,S.Cerrado
420,0.292,1.2,4,0.82,0.0012,0.037,99.954,0.019016,0.707,S.Cerrado
425,0.292,1.2,4,0.82,0.0012,0.039,99.952,0.019652,0.707,S.Cerrado
430,0.292,1.2,4,0.82,0.0012,0.039,99.952,0.019889,0.707,S.Cerrado
435,0.292,1.2,4,0.82,0.0012,0.040,99.951,0.019990,0.707,S.Cerrado
440,0.292,1.2,4,0.82,0.0012,0.040,99.951,0.020117,0.707,S.Cerrado
445,0.292,1.2,4,0.82,0.0012,0.040,99.951,0.020132,0.706,S.Cerrado
450,0.288,1.2,4,0.82,0.0012,0.045,99.942,0.022605,0.706,S.Cerrado
455,0.288,1.2,4,0.82,0.0012,0.049,99.937,0.024026,0.706,S.Cerrado
460,0.288,1.2,4,0.82,0.0012,0.050,99.935,0.024670,0.706,S.Cerrado
465,0.287,1.2,4,0.82,0.0012,0.053,99.931,0.025775,0.706,S.Cerrado
470,0.287,1.2,4,0.82,0.0012,0.054,99.930,0.026269,0.706,S.Cerrado
475,0.287,1.2,4,0.82,0.0012,0.054,99.929,0.026437,0.706,S.Cerrado
480,0.287,1.2,4,0.82,0.0012,0.054,99.928,0.026601,0.706,S.Cerrado
485,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026617,0.706,S.Cerrado
490,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026673,0.706,S.Cerrado
495,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026625,0.706,S.Cerrado
500,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026646,0.706,S.Cerrado
505,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026563,0.706,S.Cerrado
510,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026571,0.706,S.Cerrado
515,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026640,0.706,S.Cerrado
520,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026697,0.706,S.Cerrado
525,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026708,0.706,S.Cerrado
530,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026691,0.706,S.Cerrado
535,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026650,0.706,S.Cerrado
540,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026680,0.706,S.Cerrado
545,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026689,0.706,S.Cerrado
550,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026670,0.706,S.Cerrado
555,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026673,0.706,S.Cerrado
560,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026654,0.706,S.Cerrado
565,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026690,0.706,S.Cerrado
570,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026700,0.706,S.Cerrado
575,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026665,0.706,S.Cerrado
580,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026724,0.706,S.Cerrado
585,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026616,0.706,S.Cerrado
590,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026645,0.706,S.Cerrado
595,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026672,0.706,S.Cerrado
600,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026697,0.706,S.Cerrado
605,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026648,0.706,S.Cerrado
610,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026661,0.706,S.Cerrado
615,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026650,0.706,S.Cerrado
620,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026625,0.706,S.Cerrado
625,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026686,0.706,S.Cerrado
630,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026710,0.706,S.Cerrado
635,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026703,0.706,S.Cerrado
640,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026708,0.706,S.Cerrado
645,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026645,0.706,S.Cerrado
650,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026680,0.706,S.Cerrado
655,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026618,0.706,S.Cerrado
660,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026683,0.706,S.Cerrado
665,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026591,0.706,S.Cerrado
670,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026576,0.706,S.Cerrado
675,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026570,0.706,S.Cerrado
680,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026642,0.706,S.Cerrado
685,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026594,0.706,S.Cerrado
690,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026601,0.706,S.Cerrado
695,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026605,0.706,S.Cerrado
700,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026614,0.706,S.Cerrado
705,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026646,0.706,S.Cerrado
710,0.287,1.2,4,0.82,0.0012,0.055,99.928,0.026648,0.706,S.Cerrado
715,0.287,1.16,4,0.82,0.0012,0.054,99.929,0.026318,0.706,S.Cerrado
720,0.287,1.69,4,0.82,0.0012,0.074,99.892,0.034817,0.706,S.Cerrado
725,0.287,1.96,4,0.82,0.0012,0.121,99.790,0.053887,0.705,S.Cerrado
730,0.287,2.17,4,0.82,0.0012,0.165,99.679,0.070978,0.704,S.Cerrado
735,0.287,2.35,4,0.82,0.0012,0.206,99.561,0.086636,0.702,S.Cerrado
740,0.287,2.44,4,0.82,0.0012,0.242,99.445,0.099370,0.701,S.Cerrado
745,0.287,2.44,4,0.82,0.0012,0.263,99.368,0.106934,0.700,S.Cerrado
750,0.287,2.44,4,0.82,0.0012,0.276,99.320,0.111254,0.700,S.Cerrado
755,0.287,2.41,4,0.82,0.0012,0.282,99.294,0.113118,0.699,S.Cerrado
760,0.287,2.41,4,0.82,0.0012,0.284,99.280,0.114025,0.699,S.Cerrado
765,0.287,2.37,4,0.82,0.0012,0.285,99.275,0.114099,0.699,S.Cerrado
770,0.287,2.21,4,0.82,0.0012,0.273,99.317,0.110091,0.700,S.Cerrado
775,0.287,2.2,4,0.82,0.0012,0.260,99.362,0.105863,0.700,S.Cerrado
780,0.287,2.16,4,0.82,0.0012,0.252,99.394,0.102982,0.701,S.Cerrado
785,0.287,1.89,4,0.82,0.0012,0.230,99.467,0.094864,0.701,S.Cerrado
790,0.287,1.76,4,0.82,0.0012,0.198,99.569,0.083812,0.702,S.Cerrado
795,0.287,1.7,4,0.82,0.0012,0.173,99.644,0.074777,0.703,S.Cerrado
800,0.287,1.7,4,0.82,0.0012,0.158,99.690,0.068915,0.703,S.Cerrado
805,0.287,1.7,4,0.82,0.0012,0.149,99.716,0.065584,0.704,S.Cerrado
810,0.287,1.7,4,0.82,0.0012,0.144,99.731,0.063697,0.704,S.Cerrado
815,0.287,1.7,4,0.82,0.0012,0.142,99.740,0.062564,0.704,S.Cerrado
820,0.287,1.7,4,0.82,0.0012,0.140,99.744,0.062018,0.704,S.Cerrado
825,0.287,1.7,4,0.82,0.0012,0.139,99.747,0.061665,0.704,S.Cerrado
830,0.287,1.49,4,0.82,0.0012,0.130,99.767,0.058036,0.704,S.Cerrado
835,0.287,1.18,4,0.82,0.0012,0.101,99.837,0.046081,0.705,S.Cerrado
840,0.287,1.02,4,0.82,0.0012,0.065,99.908,0.030504,0.706,S.Cerrado
845,0.287,1.02,4,0.82,0.0012,0.046,99.940,0.022058,0.706,S.Cerrado
850,0.287,1.02,4,0.82,0.0012,0.037,99.954,0.018100,0.706,S.Cerrado
855,0.287,1.02,4,0.82,0.0012,0.034,99.959,0.016298,0.706,S.Cerrado
860,0.287,1.02,4,0.82,0.0012,0.032,99.962,0.015470,0.706,S.Cerrado
865,0.287,0.98,4,0.82,0.0012,0.030,99.964,0.014623,0.706,S.Cerrado
870,0.287,0.16,4,0.82,0.0012,0.003,99.997,0.001579,0.707,S.Cerrado
875,0.287,0.14,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
880,0.287,0.14,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
885,0.287,0.14,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
890,0.287,0.14,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
895,0.287,0.19,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
900,0.287,0.21,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
905,0.287,0.23,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
910,0.287,0.38,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
915,0.287,0.44,4,0.82,0.0012,0.000,100.000,0.000000,0.707,S.Cerrado
920,0.287,0.56,4,0.82,0.0012,0.001,99.999,0.000596,0.707,S.Cerrado
925,0.287,0.61,4,0.82,0.0012,0.003,99.997,0.001701,0.707,S.Cerrado
930,0.287,0.64,4,0.82,0.0012,0.004,99.995,0.002454,0.707,S.Cerrado
935,0.287,0.66,4,0.82,0.0012,0.006,99.994,0.003129,0.707,S.Cerrado
940,0.287,0.66,4,0.82,0.0012,0.006,99.994,0.003324,0.707,S.Cerrado
945,0.287,0.66,4,0.82,0.0012,0.006,99.994,0.003415,0.707,S.Cerrado
950,0.287,0.66,4,0.82,0.0012,0.006,99.994,0.003396,0.707,S.Cerrado
955,0.287,0.66,4,0.82,0.0012,0.006,99.994,0.003457,0.707,S.Cerrado
960,0.287,0.66,4,0.82,0.0012,0.006,99.994,0.003455,0.707,S.Cerrado
965,0.287,0.66,4,0.82,0.0012,0.006,99.994,0.003424,0.707,S.Cerrado
970,0.287,0.66,4,0.82,0.0012,0.006,99.994,0.003467,0.707,S.Cerrado
975,0.287,0.66,4,0.82,0.0012,0.006,99.994,0.003509,0.707,S.Cerrado
980,0.287,0.66,4,0.82,0.0012,0.006,99.994,0.003463,0.707,S.Cerrado
985,0.287,0.66,4,0.82,0.0012,0.006,99.994,0.003434,0.707,S.Cerrado
990,0.287,0.66,4,0.82,0.0012,0.006,99.994,0.003487,0.707,S.Cerrado
995,0.287,0.66,4,0.82,0.0012,0.006,99.994,0.003417,0.707,S.Cerrado
1000,0.287,0.66,4,0.82,0.0012,0.006,99.994,0.003489,0.707,S.Cerrado
1005,0.287,0.66,4,0.82,0.0012,0.006,99.994,0.003479,0.707,S.Cerrado
1010,0.287,0.66,4,0.82,0.0012,0.006,99.994,0.003498,0.707,S.Cerrado
1015,0.287,0.78,4,0.82,0.0012,0.007,99.992,0.003935,0.707,S.Cerrado
1020,0.287,0.81,4,0.82,0.0012,0.009,99.991,0.004592,0.707,S.Cerrado
1025,0.287,0.81,4,0.82,0.0012,0.010,99.990,0.004888,0.707,S.Cerrado
1030,0.287,0.91,4,0.82,0.0012,0.011,99.989,0.005539,0.707,S.Cerrado
1035,0.287,1.03,4,0.82,0.0012,0.022,99.975,0.010764,0.707,S.Cerrado
1040,0.287,1.03,4,0.82,0.0012,0.028,99.968,0.013486,0.706,S.Cerrado
1045,0.287,1.15,4,0.82,0.0012,0.037,99.955,0.018078,0.706,S.Cerrado
1050,0.287,1.28,4,0.82,0.0012,0.049,99.936,0.024010,0.706,S.Cerrado
1055,0.287,1.4,4,0.82,0.0012,0.062,99.917,0.029572,0.706,S.Cerrado
1060,0.287,1.53,4,0.82,0.0012,0.080,99.884,0.036817,0.706,S.Cerrado
1065,0.287,1.65,4,0.82,0.0012,0.100,99.841,0.045391,0.705,S.Cerrado
1070,0.287,1.72,4,0.82,0.0012,0.117,99.803,0.052679,0.705,S.Cerrado
1075,0.287,1.87,4,0.82,0.0012,0.137,99.756,0.060572,0.704,S.Cerrado
1080,0.287,2.13,4,0.82,0.0012,0.167,99.676,0.072072,0.703,S.Cerrado
1085,0.287,2.36,4,0.82,0.0012,0.205,99.563,0.086426,0.702,S.Cerrado
1090,0.287,2.75,4,0.82,0.0012,0.256,99.394,0.104685,0.701,S.Cerrado
1095,0.287,3.18,4,0.82,0.0012,0.324,99.139,0.127488,0.699,S.Cerrado
1100,0.287,3.51,4,0.82,0.0012,0.393,98.834,0.149357,0.697,S.Cerrado
1105,0.287,3.96,4,0.82,0.0012,0.465,98.472,0.169812,0.694,S.Cerrado
1110,0.287,4.41,4,0.82,0.0012,0.537,98.044,0.188102,0.691,S.Cerrado
1115,0.287,4.74,4,0.82,0.0012,0.602,97.594,0.201643,0.688,S.Cerrado
1120,0.287,5,4,0.82,0.0012,0.655,97.164,0.209858,0.685,S.Cerrado
1125,0.287,5,4,0.82,0.0012,0.688,96.838,0.212422,0.684,S.Cerrado
1130,0.287,5,4,0.82,0.0012,0.707,96.615,0.211942,0.682,S.Cerrado
1135,0.287,5,4,0.82,0.0012,0.719,96.464,0.210318,0.682,S.Cerrado
1140,0.287,5,4,0.82,0.0012,0.726,96.362,0.208665,0.681,S.Cerrado
1145,0.287,5,4,0.82,0.0012,0.730,96.295,0.207160,0.681,S.Cerrado
1150,0.287,5,4,0.82,0.0012,0.733,96.253,0.205947,0.680,S.Cerrado
1155,0.287,5,4,0.82,0.0012,0.734,96.225,0.204971,0.680,S.Cerrado
1160,0.287,5,4,0.82,0.0012,0.735,96.209,0.204386,0.680,S.Cerrado
1165,0.287,5,4,0.82,0.0012,0.736,96.198,0.204042,0.680,S.Cerrado
1170,0.287,5,4,0.82,0.0012,0.736,96.192,0.203715,0.680,S.Cerrado
1175,0.287,4.84,4,0.82,0.0012,0.732,96.228,0.202719,0.679,S.Cerrado
1180,0.287,4.77,4,0.82,0.0012,0.724,96.292,0.201594,0.679,S.Cerrado
1185,0.287,4.69,4,0.82,0.0012,0.717,96.367,0.200705,0.678,S.Cerrado
1190,0.287,4.62,4,0.82,0.0012,0.708,96.451,0.199904,0.679,S.Cerrado
1195,0.287,4.56,4,0.82,0.0012,0.699,96.535,0.199248,0.679,S.Cerrado
1200,0.287,4.49,4,0.82,0.0012,0.691,96.619,0.198546,0.680,S.Cerrado
1205,0.287,4.39,4,0.82,0.0012,0.682,96.712,0.197666,0.681,S.Cerrado
1210,0.287,4.24,4,0.82,0.0012,0.668,96.834,0.195929,0.681,S.Cerrado
1215,0.287,4.18,4,0.82,0.0012,0.654,96.953,0.194543,0.681,S.Cerrado
1220,0.287,4.1,4,0.82,0.0012,0.642,97.064,0.193344,0.682,S.Cerrado
1225,0.287,4.03,4,0.82,0.0012,0.630,97.169,0.192154,0.682,S.Cerrado
1230,0.287,3.97,4,0.82,0.0012,0.619,97.269,0.190858,0.683,S.Cerrado
1235,0.287,3.89,4,0.82,0.0012,0.608,97.363,0.189631,0.683,S.Cerrado
1240,0.287,3.83,4,0.82,0.0012,0.597,97.455,0.188225,0.684,S.Cerrado
1245,0.287,3.8,4,0.82,0.0012,0.587,97.535,0.186934,0.685,S.Cerrado
1250,0.287,3.76,4,0.82,0.0012,0.579,97.603,0.186077,0.685,S.Cerrado
1255,0.287,3.72,4,0.82,0.0012,0.570,97.672,0.184811,0.685,S.Cerrado
1260,0.287,3.72,4,0.82,0.0012,0.565,97.721,0.184253,0.684,S.Cerrado
1265,0.287,3.58,4,0.82,0.0012,0.556,97.782,0.182968,0.685,S.Cerrado
1270,0.287,3.51,4,0.82,0.0012,0.543,97.868,0.180329,0.686,S.Cerrado
1275,0.287,3.48,4,0.82,0.0012,0.533,97.941,0.178477,0.687,S.Cerrado
1280,0.287,3.45,4,0.82,0.0012,0.524,98.003,0.176840,0.688,S.Cerrado
1285,0.287,3.45,4,0.82,0.0012,0.518,98.050,0.175812,0.689,S.Cerrado
1290,0.287,3.45,4,0.82,0.0012,0.514,98.082,0.175279,0.689,S.Cerrado
1295,0.287,3.45,4,0.82,0.0012,0.511,98.104,0.174935,0.689,S.Cerrado
