t,ged,var_int,efic,geom,busc,omega,gradE,coh,lf,warmup,asim_geom,baja_geom,alta_geom
0.0000,0.00000235,6.0295e-05,NaN,0.295713,-0.003904,0.000000,0.066683,0.000031,1,1,-0.388006,0.510346,0.122340
0.5000,0.00000241,6.0565e-05,NaN,0.331670,0.017023,0.613790,0.569203,0.000000,1,1,-0.798929,0.798929,0.000000
1.0000,0.00000235,5.9603e-05,NaN,0.380800,0.041297,0.594480,-0.206684,-0.000000,1,1,-0.999959,0.999975,0.000016
1.5000,0.00000218,5.7185e-05,NaN,0.380793,0.052483,0.580606,-0.012532,-0.000000,1,1,-0.999994,0.999991,-0.000004
2.0000,0.00000188,5.3663e-05,NaN,0.382696,0.053783,0.612774,0.057744,0.000000,1,1,-0.990203,0.995780,0.005577
2.5000,0.00000147,4.9626e-05,NaN,0.382277,0.053545,0.591603,-0.487705,-0.000000,1,1,-0.990893,0.995675,0.004783
3.0000,0.00000101,4.4927e-05,NaN,0.380799,0.056902,0.617604,-0.108427,-0.000000,1,1,-0.999715,0.999803,0.000087
3.5000,0.00000069,4.0422e-05,NaN,0.380779,0.057871,0.619718,0.257871,0.000000,1,1,-1.000018,0.999987,-0.000031
4.0000,0.00000066,3.8185e-05,NaN,0.388173,0.050036,0.638328,0.334716,0.000000,1,1,-0.947510,0.973629,0.026119
4.5000,0.00000082,4.1323e-05,NaN,0.391778,0.038530,0.653634,-0.931137,-0.000000,1,1,-0.898151,0.944670,0.046519
5.0000,0.00000089,5.0588e-05,NaN,0.391969,0.026638,0.680753,0.253915,0.000000,1,1,-0.861167,0.920202,0.059035
5.5000,0.00000071,6.7394e-05,NaN,0.383497,0.020533,0.706188,0.220301,0.000000,1,1,-0.883647,0.924647,0.041001
6.0000,0.00000062,9.0472e-05,NaN,0.375183,0.019412,0.712060,-0.782440,-0.000000,1,1,-0.881532,0.912502,0.030970
6.5000,0.00000178,1.1803e-04,0.015123,0.390629,0.010800,0.727985,0.864696,0.000000,1,1,-0.722144,0.828522,0.106378
7.0000,0.00000418,1.4932e-04,0.027974,0.411569,0.005556,0.731289,0.684484,0.000000,1,1,-0.476831,0.703392,0.226561
7.5000,0.00000750,1.8257e-04,0.041079,0.407533,-0.030374,0.767392,-0.376695,-0.000000,1,1,0.563191,0.185345,0.748535
8.0000,0.00001149,2.1578e-04,0.053227,0.382848,-0.049961,0.797939,0.580779,0.000000,1,1,0.985858,0.007084,0.992941
8.5000,0.00001579,2.4595e-04,0.064200,0.379241,-0.045612,0.789440,-0.354331,-0.000000,1,1,0.992540,0.000032,0.992571
9.0000,0.00001991,2.7128e-04,0.073401,0.373977,-0.031501,0.760689,0.013358,0.000000,1,1,0.949424,0.005816,0.955240
9.5000,0.00002329,2.9096e-04,0.080043,0.380804,-0.041111,0.767142,-0.509674,-0.000000,1,1,0.999964,0.000020,0.999984
10.0000,0.00002554,3.0302e-04,0.084276,0.380743,-0.058619,0.788099,-0.593971,-0.000000,1,0,1.000007,-0.000078,0.999929
10.5000,0.00002665,3.0891e-04,0.086278,0.380794,-0.069198,0.797902,-0.505393,-0.000000,1,0,1.000016,-0.000009,1.000007
11.0000,0.00002718,3.1076e-04,0.087452,0.380773,-0.074008,0.800673,-0.563964,-0.000001,1,0,1.000027,-0.000042,0.999985
11.5000,0.00002833,3.1675e-04,0.089433,0.380802,-0.070750,0.789097,-0.534794,-0.000000,1,0,0.999911,0.000033,0.999944
12.0000,0.00003181,3.3500e-04,0.094957,0.374656,-0.053654,0.761359,-0.397608,-0.000000,1,0,0.844074,0.040609,0.884683
12.5000,0.00003948,3.7333e-04,0.105756,0.350392,-0.022564,0.712430,0.997417,0.000000,1,0,0.448141,0.159771,0.607912
13.0000,0.00004576,3.7522e-04,0.121966,0.299714,-0.001168,0.673204,-0.015873,-0.000000,1,0,0.107377,0.256731,0.364108
13.5000,0.00006393,4.4822e-04,0.142626,0.246135,0.004165,0.656836,-0.904106,-0.000000,1,0,0.046452,0.228666,0.275117
14.0000,0.00008897,5.3326e-04,0.166837,0.218112,0.018921,0.609633,-0.134329,-0.000000,1,0,-0.335707,0.395862,0.060155
14.5000,0.00007758,4.3402e-04,0.178746,0.239531,0.026987,0.588595,-0.994856,-0.000000,1,0,-0.429570,0.470343,0.040773
15.0000,0.00009659,4.8483e-04,0.199221,0.298856,0.030007,0.603084,0.140269,-0.000000,1,0,-0.512618,0.584596,0.071977
15.5000,0.00011534,5.2780e-04,0.218528,0.314837,0.028420,0.611349,-0.184881,-0.000000,1,0,-0.566990,0.635280,0.068290
16.0000,0.00013468,5.6837e-04,0.236951,0.335319,0.030093,0.612731,0.966315,0.000000,1,0,-0.676735,0.726752,0.050017
16.5000,0.00015442,6.3770e-04,0.242155,0.366401,0.029425,0.623253,0.837636,0.000000,1,0,-0.767860,0.824211,0.056351
17.0000,0.00018003,7.1917e-04,0.250330,0.407572,0.026267,0.636591,0.958026,0.000000,1,0,-0.747316,0.865804,0.118488
17.5000,0.00021316,8.0331e-04,0.265352,0.472748,0.020387,0.650091,-0.871567,-0.000000,1,0,-0.484799,0.787134,0.302335
18.0000,0.00025446,8.9226e-04,0.285183,0.518370,0.013465,0.663932,-0.892469,-0.000000,1,0,-0.317968,0.750814,0.432846
18.5000,0.00021247,7.2063e-04,0.294845,0.552283,0.006410,0.675960,0.829125,0.000000,1,0,-0.127765,0.692899,0.565134
19.0000,0.00023184,6.9260e-04,0.334736,0.568982,-0.000703,0.686166,0.396927,0.000000,1,0,0.119010,0.592973,0.711983
19.5000,0.00027868,7.6171e-04,0.365862,0.456089,-0.026923,0.721881,-0.754414,-0.000082,1,0,0.847680,0.152313,0.999993
20.0000,0.00029454,8.5013e-04,0.346462,0.380800,-0.049875,0.764557,-0.732914,-0.000000,1,0,0.999978,0.000010,0.999988
20.5000,0.00021689,7.0541e-04,0.307474,0.379466,-0.046235,0.756619,-0.891232,-0.000000,1,0,0.981282,0.003738,0.985021
21.0000,0.00029255,8.5014e-04,0.344123,0.379431,-0.037797,0.740777,-0.773691,-0.000000,1,0,0.993650,-0.000008,0.993642
21.5000,0.00025167,6.6528e-04,0.378298,0.374391,-0.031370,0.728425,-0.910194,-0.000000,1,0,0.966280,0.001210,0.967490
22.0000,0.00035053,8.2416e-04,0.425319,0.368911,-0.028932,0.725123,-0.776748,-0.000000,1,0,0.945768,0.000056,0.945824
22.5000,0.00045041,1.0029e-03,0.449118,0.370787,-0.030030,0.725794,-0.289654,-0.000000,1,0,0.937878,0.005166,0.943044
23.0000,0.00055582,1.2284e-03,0.452457,0.380469,-0.038932,0.739083,-0.619564,-0.000002,1,0,0.998395,0.000018,0.998413
23.5000,0.00066227,1.4088e-03,0.470078,0.375174,-0.037218,0.735860,-0.570815,-0.000000,1,0,0.878279,0.030041,0.908320
24.0000,0.00029676,6.8912e-04,0.430627,0.368013,-0.017153,0.701196,-0.537796,-0.000000,1,0,0.377519,0.210640,0.588160
24.5000,0.00038305,7.7939e-04,0.491477,0.317873,0.000210,0.667944,-0.075758,-0.000000,1,0,-0.199228,0.432305,0.233076
25.0000,0.00044585,8.4252e-04,0.529181,0.269967,-0.014029,0.703938,-0.769831,-0.000000,1,0,0.122263,0.216997,0.339260
25.5000,0.00032256,6.1650e-04,0.523208,0.232006,-0.026408,0.745004,-0.803959,-0.000000,1,0,0.413839,0.039566,0.453406
26.0000,0.00024696,4.5977e-04,0.537139,0.258546,-0.034106,0.755426,-0.515225,-0.000002,1,0,0.572549,0.000007,0.572555
26.5000,0.00022517,4.3841e-04,0.513604,0.319710,-0.039087,0.746510,-0.798525,-0.000001,1,0,0.757408,0.000023,0.757431
27.0000,0.00000364,4.0174e-05,NaN,0.355154,-0.032119,0.721864,-0.955417,-0.000000,1,0,0.801784,0.029377,0.831161
27.5000,0.00003723,2.6022e-04,0.143069,0.372946,-0.024118,0.703988,-0.624491,-0.000004,1,0,0.662223,0.102546,0.764769
28.0000,0.00012945,4.6176e-04,0.280346,0.358889,-0.031075,0.718020,-0.586694,-0.000002,1,0,0.892494,0.003539,0.896033
28.5000,0.00024363,6.2738e-04,0.388326,0.380216,-0.035672,0.721655,-0.549739,-0.000002,1,0,0.996995,0.000080,0.997075
29.0000,0.00034792,7.5840e-04,0.458752,0.382226,-0.035628,0.720223,-0.668686,-0.000000,1,0,0.989343,0.005172,0.994515
29.5000,0.00042645,8.7949e-04,0.484888,0.380761,-0.036925,0.721154,-0.769733,-0.000000,1,0,1.000012,-0.000055,0.999957
30.0000,0.00046954,9.4867e-04,0.494945,0.425881,-0.022480,0.690243,0.189634,0.000000,1,0,0.601831,0.192999,0.794830
30.5000,0.00047493,9.9468e-04,0.477471,0.444202,-0.005298,0.659748,-0.594985,-0.000001,1,0,0.035691,0.459813,0.495505
31.0000,0.00045163,1.0238e-03,0.441125,0.427561,-0.012559,0.670700,-0.804576,-0.000131,1,0,0.181721,0.369707,0.551429
31.5000,0.00041167,1.0415e-03,0.395282,0.413751,-0.018571,0.681477,-0.588942,-0.000002,1,0,0.207130,0.341207,0.548337
32.0000,0.00037102,1.0412e-03,0.356348,0.400077,-0.021224,0.686074,-0.662574,-0.000000,1,0,0.291007,0.287009,0.578016
32.5000,0.00034390,1.0207e-03,0.336923,0.383600,-0.024831,0.693061,-0.493483,-0.000003,1,0,0.432801,0.206271,0.639072
33.0000,0.00034536,1.0298e-03,0.335360,0.377364,-0.024368,0.692277,-0.627608,-0.000002,1,0,0.434591,0.197954,0.632545
33.5000,0.00038612,1.0951e-03,0.352573,0.364208,-0.026762,0.697479,-0.224793,-0.000000,1,0,0.555090,0.132875,0.687965
34.0000,0.00046777,1.2145e-03,0.385166,0.353065,-0.028212,0.701012,-0.635236,-0.000002,1,0,0.654072,0.080596,0.734668
34.5000,0.00058255,1.3535e-03,0.430408,0.354269,-0.028727,0.701699,-0.737419,-0.000000,1,0,0.631057,0.090858,0.721916
35.0000,0.00071717,1.4845e-03,0.483094,0.378827,-0.021716,0.685776,-0.648146,-0.000000,1,0,0.289339,0.262123,0.551462
35.5000,0.00085742,1.5985e-03,0.536403,0.386644,-0.002712,0.646002,-0.632394,-0.000000,1,0,-0.141230,0.480514,0.339284
36.0000,0.00099099,1.6811e-03,0.589497,0.393878,-0.007918,0.654504,-0.813458,-0.000040,1,0,-0.031517,0.432373,0.400855
36.5000,0.00110605,1.7547e-03,0.630326,0.403150,-0.012443,0.661897,-0.649651,-0.000003,1,0,0.047456,0.404147,0.451604
37.0000,0.00119276,1.8159e-03,0.656827,0.412010,-0.015352,0.664939,-0.569049,-0.000002,1,0,0.217946,0.334348,0.552294
37.5000,0.00124290,1.8638e-03,0.666861,0.425767,-0.016495,0.665463,-0.829822,-0.000049,1,0,0.237046,0.342764,0.579810
38.0000,0.00125370,1.9001e-03,0.659815,0.428582,-0.018018,0.666528,-0.020413,-0.000000,1,0,0.437848,0.260570,0.698418
38.5000,0.00123030,1.9123e-03,0.643365,0.451932,-0.007978,0.647416,-0.831977,-0.000001,1,0,0.250860,0.369770,0.620630
39.0000,0.00106581,1.6900e-03,0.630656,0.452225,-0.012699,0.654156,-0.739112,-0.000009,1,0,0.402602,0.305535,0.708137
39.5000,0.00082290,1.3987e-03,0.588316,0.437248,-0.018842,0.664453,-0.809915,-0.000010,1,0,0.630506,0.198269,0.828775
40.0000,0.00081677,1.4989e-03,0.544909,0.420945,-0.023536,0.673436,-0.784960,-0.000025,1,0,0.780383,0.124511,0.904894
40.5000,0.00090985,1.6887e-03,0.538804,0.418737,-0.020411,0.667011,-0.665163,-0.000000,1,0,0.763993,0.126872,0.890865
41.0000,0.00109196,1.9089e-03,0.572050,0.446031,-0.010490,0.647600,-0.305769,-0.000000,1,0,0.384420,0.304546,0.688966
41.5000,0.00133719,2.1061e-03,0.634926,0.435837,-0.013294,0.652877,-0.583844,-0.000001,1,0,0.347095,0.307046,0.654141
42.0000,0.00160696,2.2689e-03,0.708245,0.422288,-0.018673,0.662744,-0.830539,-0.000029,1,0,0.357121,0.285730,0.642851
42.5000,0.00185960,2.3920e-03,0.777437,0.410520,-0.016543,0.658450,-0.781455,-0.000024,1,0,0.342726,0.277327,0.620053
43.0000,0.00205755,2.4707e-03,0.832779,0.388204,-0.021863,0.669516,-0.796839,-0.000018,1,0,0.505864,0.182207,0.688070
43.5000,0.00217276,2.5095e-03,0.865806,0.379531,-0.019869,0.665796,-0.184379,-0.000000,1,0,0.485703,0.179688,0.665392
44.0000,0.00219094,2.5118e-03,0.872258,0.379436,-0.013509,0.651446,-0.477907,-0.000000,1,0,0.341832,0.240174,0.582006
44.5000,0.00211453,2.4756e-03,0.854162,0.371726,-0.018139,0.660923,-0.600845,-0.000000,1,0,0.366073,0.220439,0.586512
45.0000,0.00196411,2.4029e-03,0.817390,0.376687,-0.018776,0.661695,-0.336823,-0.000000,1,0,0.187136,0.306479,0.493615
45.5000,0.00177631,2.2805e-03,0.778901,0.380402,-0.014668,0.653171,-0.699812,-0.000001,1,0,-0.008629,0.405306,0.396676
46.0000,0.00159605,2.1622e-03,0.738170,0.385802,-0.020463,0.663921,-0.543634,-0.000000,1,0,0.071835,0.371757,0.443593
46.5000,0.00146884,2.1189e-03,0.693220,0.390039,-0.023410,0.668427,-0.489768,-0.000007,1,0,0.270975,0.283834,0.554809
47.0000,0.00142787,2.1580e-03,0.661668,0.401034,-0.025595,0.671179,-0.547393,-0.000003,1,0,0.294111,0.286878,0.580989
47.5000,0.00148843,2.2613e-03,0.658219,0.406233,-0.026664,0.671870,-0.630093,-0.000014,1,0,0.424570,0.237647,0.662217
48.0000,0.00164432,2.3672e-03,0.694618,0.400309,-0.027227,0.672631,-0.680216,-0.000002,1,0,0.630523,0.149544,0.780067
48.5000,0.00187044,2.4918e-03,0.750628,0.411816,-0.022395,0.662327,0.342929,0.000000,1,0,0.602222,0.174935,0.777157
49.0000,0.00212869,2.6033e-03,0.817698,0.441962,-0.005857,0.630224,-0.764063,-0.000000,1,0,0.245022,0.359355,0.604377
49.5000,0.00237539,2.7162e-03,0.874528,0.447573,-0.005762,0.630200,-0.591849,-0.000004,1,0,0.129429,0.419338,0.548767
50.0000,0.00256852,2.8068e-03,0.915104,0.448047,-0.009858,0.637178,-0.527406,-0.000000,1,0,0.127989,0.420498,0.548487
50.5000,0.00267289,2.8582e-03,0.935155,0.438640,-0.016319,0.648143,-0.788029,-0.000036,1,0,0.349157,0.309665,0.658821
51.0000,0.00266844,2.8325e-03,0.942085,0.427580,-0.021389,0.657674,-0.680040,-0.000000,1,0,0.476877,0.243207,0.720084
51.5000,0.00255564,2.7791e-03,0.919601,0.439357,-0.012711,0.642475,0.909552,0.000000,1,0,0.184544,0.383140,0.567683
52.0000,0.00235609,2.6856e-03,0.877307,0.434765,-0.003121,0.626642,-0.619579,-0.000001,1,0,-0.102984,0.518700,0.415716
52.5000,0.00210716,2.5703e-03,0.819812,0.428667,-0.010667,0.639822,-0.757850,-0.000053,1,0,0.078284,0.420165,0.498449
53.0000,0.00185966,2.4557e-03,0.757278,0.422038,-0.014634,0.647305,-0.611232,-0.000056,1,0,0.147720,0.379121,0.526840
53.5000,0.00166363,2.3660e-03,0.703140,0.421237,-0.013586,0.646705,-0.588105,-0.000002,1,0,0.062002,0.419280,0.481283
54.0000,0.00155709,2.2913e-03,0.679560,0.417609,-0.020529,0.659643,-0.549190,0.000001,1,0,0.212095,0.344132,0.556227
54.5000,0.00155891,2.2853e-03,0.682156,0.413267,-0.025789,0.669681,-0.616216,0.000015,1,0,0.369229,0.269666,0.638895
55.0000,0.00166532,2.3449e-03,0.710192,0.404404,-0.029424,0.677309,-0.744971,0.000004,1,0,0.562219,0.180551,0.742770
55.5000,0.00185148,2.4298e-03,0.761984,0.382652,-0.031549,0.683983,-0.753680,-0.000000,1,0,0.823298,0.058404,0.881702
56.0000,0.00208174,2.5581e-03,0.813790,0.376369,-0.031971,0.685627,-0.659585,-0.000000,1,0,0.965390,0.004344,0.969734
56.5000,0.00231084,2.6794e-03,0.862459,0.380710,-0.032139,0.684704,-0.657153,-0.000003,1,0,1.000012,-0.000126,0.999886
57.0000,0.00249471,2.7645e-03,0.902409,0.380663,-0.031572,0.683316,-0.663536,-0.000001,1,0,0.999031,0.000099,0.999130
57.5000,0.00259780,2.8190e-03,0.921545,0.380126,-0.029327,0.678489,-0.713466,-0.000004,1,0,0.996856,-0.000008,0.996849
58.0000,0.00260004,2.8406e-03,0.915307,0.377042,-0.028261,0.676199,-0.767506,-0.000027,1,0,0.982432,-0.000016,0.982415
58.5000,0.00250122,2.8146e-03,0.888672,0.377774,-0.026328,0.672179,-0.570814,-0.000000,1,0,0.860801,0.039279,0.900080
59.0000,0.00232131,2.7350e-03,0.848730,0.365346,-0.025129,0.671510,-0.330941,0.000000,1,0,0.695577,0.080524,0.776101
59.5000,0.00209582,2.6235e-03,0.798875,0.335691,-0.023998,0.672874,-0.350560,-0.000000,1,0,0.662854,0.055644,0.718497
60.0000,0.00186761,2.4918e-03,0.749509,0.317744,-0.021808,0.670272,-0.822759,-0.000006,1,0,0.492722,0.102496,0.595217
60.5000,0.00167742,2.3719e-03,0.707212,0.304857,-0.018581,0.664248,0.160792,-0.000000,1,0,0.211838,0.212624,0.424462
61.0000,0.00155622,2.2736e-03,0.684459,0.290994,-0.016161,0.659709,-0.621294,-0.000000,1,0,0.072104,0.264258,0.336362
61.5000,0.00151811,2.2275e-03,0.681545,0.287081,-0.013213,0.651928,-0.108513,-0.000000,1,0,-0.102316,0.347605,0.245289
62.0000,0.00156219,2.2291e-03,0.700810,0.295109,-0.013973,0.652808,-0.597047,-0.000000,1,0,-0.194386,0.404463,0.210077
62.5000,0.00166872,2.2915e-03,0.728214,0.314960,-0.016129,0.655751,-0.615342,0.000001,1,0,-0.249582,0.456123,0.206541
63.0000,0.00180883,2.3681e-03,0.763822,0.344812,-0.017811,0.656178,-0.648599,-0.000000,1,0,-0.268011,0.500191,0.232180
63.5000,0.00194504,2.4511e-03,0.793523,0.381608,-0.019409,0.655780,-0.496055,0.000000,1,0,-0.260844,0.539369,0.278525
64.0000,0.00204530,2.5031e-03,0.817120,0.426596,-0.019815,0.651837,-0.432614,0.000000,1,0,-0.097985,0.506346,0.408360
64.5000,0.00208481,2.5228e-03,0.826397,0.466063,-0.019825,0.648729,-0.437883,-0.000000,1,0,0.018181,0.496805,0.514986
65.0000,0.00205444,2.5324e-03,0.811250,0.495156,-0.020842,0.648202,-0.847829,-0.000012,1,0,0.235032,0.433367,0.668399
65.5000,0.00196275,2.5005e-03,0.784936,0.507896,-0.019620,0.644686,-0.567416,0.000003,1,0,0.452323,0.361323,0.813646
66.0000,0.00183278,2.4223e-03,0.756630,0.503302,-0.020805,0.646524,-0.376702,-0.000000,1,0,0.670816,0.276996,0.947811
66.5000,0.00169413,2.3209e-03,0.729954,0.462255,-0.020275,0.647749,-0.746199,-0.000001,1,0,0.834030,0.165988,1.000018
67.0000,0.00157697,2.2423e-03,0.703292,0.413683,-0.021192,0.652835,-0.717325,-0.000003,1,0,0.926261,0.068599,0.994859
67.5000,0.00150456,2.1989e-03,0.684227,0.401255,-0.021842,0.655169,-0.620414,0.000000,1,0,0.955030,0.042298,0.997328
68.0000,0.00148872,2.1796e-03,0.683022,0.398584,-0.020904,0.653783,-0.471626,-0.000000,1,0,0.883381,0.060530,0.943911
68.5000,0.00152802,2.1951e-03,0.696091,0.379987,-0.020130,0.653514,-0.767638,-0.000002,1,0,0.926362,0.021536,0.947898
69.0000,0.00160872,2.2544e-03,0.713601,0.374668,-0.020869,0.655447,-0.601632,-0.000000,1,0,0.853028,0.038085,0.891114
69.5000,0.00170815,2.3374e-03,0.730800,0.357700,-0.021371,0.658238,-0.663857,0.000005,1,0,0.802082,0.033196,0.835277
70.0000,0.00179956,2.4152e-03,0.745085,0.345016,-0.021729,0.660500,-0.539793,0.000022,1,0,0.699987,0.054013,0.754000
70.5000,0.00185856,2.4582e-03,0.756076,0.342030,-0.020781,0.659065,-0.560759,0.000003,1,0,0.470643,0.141264,0.611907
71.0000,0.00186943,2.4523e-03,0.762314,0.334685,-0.020639,0.659867,-0.758628,-0.000001,1,0,0.275063,0.217956,0.493019
71.5000,0.00182962,2.4240e-03,0.754782,0.328049,-0.020985,0.661635,-0.615505,-0.000000,1,0,0.122980,0.281338,0.404318
72.0000,0.00175058,2.3727e-03,0.737801,0.326844,-0.021239,0.662448,-0.635262,-0.000001,1,0,-0.005113,0.342621,0.337507
72.5000,0.00165276,2.2943e-03,0.720367,0.331978,-0.020229,0.659202,-0.768736,-0.000000,1,0,-0.126136,0.409993,0.283856
73.0000,0.00156299,2.2161e-03,0.705281,0.344699,-0.020639,0.658434,-0.574456,-0.000002,1,0,-0.156952,0.440400,0.283448
73.5000,0.00150247,2.1910e-03,0.685748,0.364866,-0.020167,0.654507,-0.666851,-0.000001,1,0,-0.109270,0.438635,0.329365
74.0000,0.00148703,2.1798e-03,0.682180,0.388394,-0.020566,0.652331,-0.600852,0.000005,1,0,0.089050,0.366886,0.455936
74.5000,0.00151845,2.2223e-03,0.683265,0.413446,-0.020809,0.650610,-0.586234,-0.000001,1,0,0.100129,0.391948,0.492077
75.0000,0.00158984,2.2918e-03,0.693721,0.437628,-0.021019,0.649055,-0.782868,-0.000004,1,0,0.154904,0.396179,0.551084
75.5000,0.00168343,2.3640e-03,0.712125,0.456626,-0.021143,0.647808,-0.459934,0.000001,1,0,0.267461,0.369481,0.636942
76.0000,0.00177486,2.4471e-03,0.725304,0.467828,-0.021201,0.647087,-0.699406,-0.000002,1,0,0.401687,0.327426,0.729113
76.5000,0.00184139,2.5062e-03,0.734744,0.465274,-0.020475,0.645935,-0.613365,0.000040,1,0,0.590716,0.251410,0.842127
77.0000,0.00168434,2.3334e-03,0.721830,0.468914,-0.020531,0.646036,-0.577392,0.000000,1,0,0.625112,0.244060,0.869172
